sSecurityName,dtDate,dLastTradePrice
CDI,28/11/2018,6.4
CDI,27/11/2018,6.4
CDI,26/11/2018,6.4
CDI,23/11/2018,6.4
CDI,22/11/2018,6.4
CDI,21/11/2018,6.4
CDI,20/11/2018,6.4
CDI,19/11/2018,6.4
CDI,16/11/2018,6.4
CDI,14/11/2018,6.4
CDI,13/11/2018,6.4
CDI,12/11/2018,6.4
CDI,09/11/2018,6.4
CDI,08/11/2018,6.4
CDI,07/11/2018,6.4
CDI,06/11/2018,6.4
CDI,05/11/2018,6.4
CDI,01/11/2018,6.4
CDI,31/10/2018,6.4
CDI,30/10/2018,6.4
CDI,29/10/2018,6.4
CDI,26/10/2018,6.4
CDI,25/10/2018,6.4
CDI,24/10/2018,6.4
CDI,23/10/2018,6.4
CDI,22/10/2018,6.4
CDI,19/10/2018,6.4
CDI,18/10/2018,6.4
CDI,17/10/2018,6.4
CDI,16/10/2018,6.4
CDI,15/10/2018,6.4
CDI,11/10/2018,6.4
CDI,10/10/2018,6.4
CDI,09/10/2018,6.4
CDI,08/10/2018,6.4
CDI,05/10/2018,6.4
CDI,04/10/2018,6.4
CDI,03/10/2018,6.4
CDI,02/10/2018,6.4
CDI,01/10/2018,6.4
CDI,28/09/2018,6.39
CDI,27/09/2018,6.39
CDI,26/09/2018,6.39
CDI,25/09/2018,6.39
CDI,24/09/2018,6.39
CDI,21/09/2018,6.39
CDI,20/09/2018,6.39
CDI,19/09/2018,6.39
CDI,18/09/2018,6.39
CDI,17/09/2018,6.39
CDI,14/09/2018,6.39
CDI,13/09/2018,6.39
CDI,12/09/2018,6.39
CDI,11/09/2018,6.39
CDI,10/09/2018,6.39
CDI,06/09/2018,6.39
CDI,05/09/2018,6.39
CDI,04/09/2018,6.39
CDI,03/09/2018,6.39
CDI,31/08/2018,6.39
CDI,30/08/2018,6.39
CDI,29/08/2018,6.39
CDI,28/08/2018,6.39
CDI,27/08/2018,6.39
CDI,24/08/2018,6.39
CDI,23/08/2018,6.39
CDI,22/08/2018,6.39
CDI,21/08/2018,6.39
CDI,20/08/2018,6.39
CDI,17/08/2018,6.39
CDI,16/08/2018,6.39
CDI,15/08/2018,6.39
CDI,14/08/2018,6.39
CDI,13/08/2018,6.39
CDI,10/08/2018,6.39
CDI,09/08/2018,6.39
CDI,08/08/2018,6.39
CDI,07/08/2018,6.39
CDI,06/08/2018,6.39
CDI,03/08/2018,6.39
CDI,02/08/2018,6.39
CDI,01/08/2018,6.39
CDI,31/07/2018,6.39
CDI,30/07/2018,6.39
CDI,27/07/2018,6.39
CDI,26/07/2018,6.39
CDI,25/07/2018,6.39
CDI,24/07/2018,6.39
CDI,23/07/2018,6.39
CDI,20/07/2018,6.39
CDI,19/07/2018,6.39
CDI,18/07/2018,6.39
CDI,17/07/2018,6.39
CDI,16/07/2018,6.39
CDI,13/07/2018,6.39
CDI,12/07/2018,6.39
CDI,11/07/2018,6.39
CDI,10/07/2018,6.39
CDI,09/07/2018,6.39
CDI,06/07/2018,6.39
CDI,05/07/2018,6.39
CDI,04/07/2018,6.39
CDI,03/07/2018,6.39
CDI,02/07/2018,6.39
CDI,29/06/2018,6.39
CDI,28/06/2018,6.39
CDI,27/06/2018,6.39
CDI,26/06/2018,6.39
CDI,25/06/2018,6.39
CDI,22/06/2018,6.39
CDI,21/06/2018,6.39
CDI,20/06/2018,6.39
CDI,19/06/2018,6.39
CDI,18/06/2018,6.39
CDI,15/06/2018,6.39
CDI,14/06/2018,6.39
CDI,13/06/2018,6.39
CDI,12/06/2018,6.39
CDI,11/06/2018,6.39
CDI,08/06/2018,6.39
CDI,07/06/2018,6.39
CDI,06/06/2018,6.39
CDI,05/06/2018,6.39
CDI,04/06/2018,6.39
CDI,01/06/2018,6.39
CDI,30/05/2018,6.39
CDI,29/05/2018,6.39
CDI,28/05/2018,6.39
CDI,25/05/2018,6.39
CDI,24/05/2018,6.39
CDI,23/05/2018,6.39
CDI,22/05/2018,6.39
CDI,21/05/2018,6.39
CDI,18/05/2018,6.39
CDI,17/05/2018,6.39
CDI,16/05/2018,6.39
CDI,15/05/2018,6.39
CDI,14/05/2018,6.39
CDI,11/05/2018,6.39
CDI,10/05/2018,6.39
CDI,09/05/2018,6.39
CDI,08/05/2018,6.39
CDI,07/05/2018,6.39
CDI,04/05/2018,6.39
CDI,03/05/2018,6.39
CDI,02/05/2018,6.39
CDI,30/04/2018,6.39
CDI,27/04/2018,6.39
CDI,26/04/2018,6.39
CDI,25/04/2018,6.39
CDI,24/04/2018,6.39
CDI,23/04/2018,6.39
CDI,20/04/2018,6.39
CDI,19/04/2018,6.39
CDI,18/04/2018,6.39
CDI,17/04/2018,6.39
CDI,16/04/2018,6.39
CDI,13/04/2018,6.39
CDI,12/04/2018,6.39
CDI,11/04/2018,6.39
CDI,10/04/2018,6.39
CDI,09/04/2018,6.39
CDI,06/04/2018,6.39
CDI,05/04/2018,6.39
CDI,04/04/2018,6.39
CDI,03/04/2018,6.39
CDI,02/04/2018,6.39
CDI,29/03/2018,6.39
CDI,28/03/2018,6.39
CDI,27/03/2018,6.39
CDI,26/03/2018,6.39
CDI,23/03/2018,6.39
CDI,22/03/2018,6.39
CDI,21/03/2018,6.64
CDI,20/03/2018,6.64
CDI,19/03/2018,6.64
CDI,16/03/2018,6.64
CDI,15/03/2018,6.64
CDI,14/03/2018,6.64
CDI,13/03/2018,6.64
CDI,12/03/2018,6.64
CDI,09/03/2018,6.64
CDI,08/03/2018,6.64
CDI,07/03/2018,6.64
CDI,06/03/2018,6.64
CDI,05/03/2018,6.64
CDI,02/03/2018,6.64
CDI,01/03/2018,6.64
CDI,28/02/2018,6.64
CDI,27/02/2018,6.64
CDI,26/02/2018,6.64
CDI,23/02/2018,6.64
CDI,22/02/2018,6.64
CDI,21/02/2018,6.64
CDI,20/02/2018,6.64
CDI,19/02/2018,6.64
CDI,16/02/2018,6.64
CDI,15/02/2018,6.64
CDI,14/02/2018,6.64
CDI,09/02/2018,6.64
CDI,08/02/2018,6.64
CDI,07/02/2018,6.89
CDI,06/02/2018,6.89
CDI,05/02/2018,6.89
CDI,02/02/2018,6.89
CDI,01/02/2018,6.89
CDI,31/01/2018,6.89
CDI,30/01/2018,6.89
CDI,29/01/2018,6.89
CDI,26/01/2018,6.89
CDI,25/01/2018,6.89
CDI,24/01/2018,6.89
CDI,23/01/2018,6.89
CDI,22/01/2018,6.89
CDI,19/01/2018,6.89
CDI,18/01/2018,6.89
CDI,17/01/2018,6.89
CDI,16/01/2018,6.89
CDI,15/01/2018,6.89
CDI,12/01/2018,6.89
CDI,11/01/2018,6.89
CDI,10/01/2018,6.89
CDI,09/01/2018,6.89
CDI,08/01/2018,6.89
CDI,05/01/2018,6.89
CDI,04/01/2018,6.89
CDI,03/01/2018,6.89
CDI,02/01/2018,6.89
CDI,29/12/2017,6.89
CDI,28/12/2017,6.89
CDI,27/12/2017,6.89
CDI,26/12/2017,6.89
CDI,22/12/2017,6.89
CDI,21/12/2017,6.89
CDI,20/12/2017,6.89
CDI,19/12/2017,6.89
CDI,18/12/2017,6.89
CDI,15/12/2017,6.89
CDI,14/12/2017,6.89
CDI,13/12/2017,6.89
CDI,12/12/2017,6.89
CDI,11/12/2017,6.89
CDI,08/12/2017,6.89
CDI,07/12/2017,6.89
CDI,06/12/2017,7.39
CDI,05/12/2017,7.39
CDI,04/12/2017,7.39
CDI,01/12/2017,7.39
CDI,30/11/2017,7.39
CDI,29/11/2017,7.39
CDI,28/11/2017,7.39
CDI,27/11/2017,7.39
CDI,24/11/2017,7.39
CDI,23/11/2017,7.39
CDI,22/11/2017,7.39
CDI,21/11/2017,7.39
CDI,20/11/2017,7.39
CDI,17/11/2017,7.39
CDI,16/11/2017,7.39
CDI,14/11/2017,7.39
CDI,13/11/2017,7.39
CDI,10/11/2017,7.39
CDI,09/11/2017,7.39
CDI,08/11/2017,7.39
CDI,07/11/2017,7.39
CDI,06/11/2017,7.39
CDI,03/11/2017,7.39
CDI,01/11/2017,7.39
CDI,31/10/2017,7.39
CDI,30/10/2017,7.39
CDI,27/10/2017,7.39
CDI,26/10/2017,7.39
CDI,25/10/2017,8.14
CDI,24/10/2017,8.14
CDI,23/10/2017,8.14
CDI,20/10/2017,8.14
CDI,19/10/2017,8.14
CDI,18/10/2017,8.14
CDI,17/10/2017,8.14
CDI,16/10/2017,8.14
CDI,13/10/2017,8.14
CDI,11/10/2017,8.14
CDI,10/10/2017,8.14
CDI,09/10/2017,8.14
CDI,06/10/2017,8.14
CDI,05/10/2017,8.14
CDI,04/10/2017,8.14
CDI,03/10/2017,8.14
CDI,02/10/2017,8.14
CDI,29/09/2017,8.14
CDI,28/09/2017,8.14
CDI,27/09/2017,8.14
CDI,26/09/2017,8.14
CDI,25/09/2017,8.14
CDI,22/09/2017,8.14
CDI,21/09/2017,8.14
CDI,20/09/2017,8.14
CDI,19/09/2017,8.14
CDI,18/09/2017,8.14
CDI,15/09/2017,8.14
CDI,14/09/2017,8.14
CDI,13/09/2017,8.14
CDI,12/09/2017,8.14
CDI,11/09/2017,8.14
CDI,08/09/2017,8.14
CDI,06/09/2017,9.14
CDI,05/09/2017,9.14
CDI,04/09/2017,9.14
CDI,01/09/2017,9.14
CDI,31/08/2017,9.14
CDI,30/08/2017,9.14
CDI,29/08/2017,9.14
CDI,28/08/2017,9.14
CDI,25/08/2017,9.14
CDI,24/08/2017,9.14
CDI,23/08/2017,9.14
CDI,22/08/2017,9.14
CDI,21/08/2017,9.14
CDI,18/08/2017,9.14
CDI,17/08/2017,9.14
CDI,16/08/2017,9.14
CDI,15/08/2017,9.14
CDI,14/08/2017,9.14
CDI,11/08/2017,9.14
CDI,10/08/2017,9.14
CDI,09/08/2017,9.14
CDI,08/08/2017,9.14
CDI,07/08/2017,9.14
CDI,04/08/2017,9.14
CDI,03/08/2017,9.14
CDI,02/08/2017,9.14
CDI,01/08/2017,9.14
CDI,31/07/2017,9.14
CDI,28/07/2017,9.14
CDI,27/07/2017,9.14
CDI,26/07/2017,10.14
CDI,25/07/2017,10.14
CDI,24/07/2017,10.14
CDI,21/07/2017,10.14
CDI,20/07/2017,10.14
CDI,19/07/2017,10.14
CDI,18/07/2017,10.14
CDI,17/07/2017,10.14
CDI,14/07/2017,10.14
CDI,13/07/2017,10.14
CDI,12/07/2017,10.14
CDI,11/07/2017,10.14
CDI,10/07/2017,10.14
CDI,07/07/2017,10.14
CDI,06/07/2017,10.14
CDI,05/07/2017,10.14
CDI,04/07/2017,10.14
CDI,03/07/2017,10.14
CDI,30/06/2017,10.14
CDI,29/06/2017,10.14
CDI,28/06/2017,10.14
CDI,27/06/2017,10.14
CDI,26/06/2017,10.14
CDI,23/06/2017,10.14
CDI,22/06/2017,10.14
CDI,21/06/2017,10.14
CDI,20/06/2017,10.14
CDI,19/06/2017,10.14
CDI,16/06/2017,10.14
CDI,14/06/2017,10.14
CDI,13/06/2017,10.14
CDI,12/06/2017,10.14
CDI,09/06/2017,10.14
CDI,08/06/2017,10.14
CDI,07/06/2017,10.14
CDI,06/06/2017,10.14
CDI,05/06/2017,10.14
CDI,02/06/2017,10.14
CDI,01/06/2017,10.14
CDI,31/05/2017,11.13
CDI,30/05/2017,11.13
CDI,29/05/2017,11.13
CDI,26/05/2017,11.13
CDI,25/05/2017,11.13
CDI,24/05/2017,11.13
CDI,23/05/2017,11.13
CDI,22/05/2017,11.13
CDI,19/05/2017,11.13
CDI,18/05/2017,11.13
CDI,17/05/2017,11.13
CDI,16/05/2017,11.13
CDI,15/05/2017,11.13
CDI,12/05/2017,11.13
CDI,11/05/2017,11.13
CDI,10/05/2017,11.13
CDI,09/05/2017,11.13
CDI,08/05/2017,11.13
CDI,05/05/2017,11.13
CDI,04/05/2017,11.13
CDI,03/05/2017,11.13
CDI,02/05/2017,11.13
CDI,28/04/2017,11.13
CDI,27/04/2017,11.13
CDI,26/04/2017,11.13
CDI,25/04/2017,11.13
CDI,24/04/2017,11.13
CDI,20/04/2017,11.13
CDI,19/04/2017,11.13
CDI,18/04/2017,11.13
CDI,17/04/2017,11.13
CDI,13/04/2017,11.13
CDI,12/04/2017,12.13
CDI,11/04/2017,12.13
CDI,10/04/2017,12.13
CDI,07/04/2017,12.13
CDI,06/04/2017,12.13
CDI,05/04/2017,12.13
CDI,04/04/2017,12.13
CDI,03/04/2017,12.13
CDI,31/03/2017,12.13
CDI,30/03/2017,12.13
CDI,29/03/2017,12.13
CDI,28/03/2017,12.13
CDI,27/03/2017,12.13
CDI,24/03/2017,12.13
CDI,23/03/2017,12.13
CDI,22/03/2017,12.13
CDI,21/03/2017,12.13
CDI,20/03/2017,12.13
CDI,17/03/2017,12.13
CDI,16/03/2017,12.13
CDI,15/03/2017,12.13
CDI,14/03/2017,12.13
CDI,13/03/2017,12.13
CDI,10/03/2017,12.13
CDI,09/03/2017,12.13
CDI,08/03/2017,12.13
CDI,07/03/2017,12.13
CDI,06/03/2017,12.13
CDI,03/03/2017,12.13
CDI,02/03/2017,12.13
CDI,01/03/2017,12.13
CDI,24/02/2017,12.13
CDI,23/02/2017,12.13
CDI,22/02/2017,12.88
CDI,21/02/2017,12.88
CDI,20/02/2017,12.88
CDI,17/02/2017,12.88
CDI,16/02/2017,12.88
CDI,15/02/2017,12.88
CDI,14/02/2017,12.88
CDI,13/02/2017,12.88
CDI,10/02/2017,12.88
CDI,09/02/2017,12.88
CDI,08/02/2017,12.88
CDI,07/02/2017,12.88
CDI,06/02/2017,12.88
CDI,03/02/2017,12.88
CDI,02/02/2017,12.88
CDI,01/02/2017,12.88
CDI,31/01/2017,12.88
CDI,30/01/2017,12.88
CDI,27/01/2017,12.88
CDI,26/01/2017,12.88
CDI,25/01/2017,12.88
CDI,24/01/2017,12.88
CDI,23/01/2017,12.88
CDI,20/01/2017,12.88
CDI,19/01/2017,12.88
CDI,18/01/2017,12.88
CDI,17/01/2017,12.88
CDI,16/01/2017,12.88
CDI,13/01/2017,12.88
CDI,12/01/2017,12.88
CDI,11/01/2017,13.63
CDI,10/01/2017,13.63
CDI,09/01/2017,13.63
CDI,06/01/2017,13.63
CDI,05/01/2017,13.63
CDI,04/01/2017,13.63
CDI,03/01/2017,13.63
CDI,02/01/2017,13.63
CDI,30/12/2016,13.63
CDI,29/12/2016,13.63
CDI,28/12/2016,13.63
CDI,27/12/2016,13.63
CDI,26/12/2016,13.63
CDI,23/12/2016,13.63
CDI,22/12/2016,13.63
CDI,21/12/2016,13.63
CDI,20/12/2016,13.63
CDI,19/12/2016,13.63
CDI,16/12/2016,13.63
CDI,15/12/2016,13.63
CDI,14/12/2016,13.63
CDI,13/12/2016,13.63
CDI,12/12/2016,13.63
CDI,09/12/2016,13.63
CDI,08/12/2016,13.63
CDI,07/12/2016,13.63
CDI,06/12/2016,13.63
CDI,05/12/2016,13.63
CDI,02/12/2016,13.63
CDI,01/12/2016,13.63
CDI,30/11/2016,13.88
CDI,29/11/2016,13.88
CDI,28/11/2016,13.88
CDI,25/11/2016,13.88
CDI,24/11/2016,13.88
CDI,23/11/2016,13.88
CDI,22/11/2016,13.88
CDI,21/11/2016,13.88
CDI,18/11/2016,13.88
CDI,17/11/2016,13.88
CDI,16/11/2016,13.88
CDI,14/11/2016,13.88
CDI,11/11/2016,13.88
CDI,10/11/2016,13.88
CDI,09/11/2016,13.88
CDI,08/11/2016,13.88
CDI,07/11/2016,13.88
CDI,04/11/2016,13.88
CDI,03/11/2016,13.88
CDI,01/11/2016,13.88
CDI,31/10/2016,13.88
CDI,28/10/2016,13.88
CDI,27/10/2016,13.88
CDI,26/10/2016,13.88
CDI,25/10/2016,13.88
CDI,24/10/2016,13.88
CDI,21/10/2016,13.88
CDI,20/10/2016,13.88
CDI,19/10/2016,14.13
CDI,18/10/2016,14.13
CDI,17/10/2016,14.13
CDI,14/10/2016,14.13
CDI,13/10/2016,14.13
CDI,11/10/2016,14.13
CDI,10/10/2016,14.13
CDI,07/10/2016,14.13
CDI,06/10/2016,14.13
CDI,05/10/2016,14.13
CDI,04/10/2016,14.13
CDI,03/10/2016,14.13
CDI,30/09/2016,14.13
CDI,29/09/2016,14.13
CDI,28/09/2016,14.13
CDI,27/09/2016,14.13
CDI,26/09/2016,14.13
CDI,23/09/2016,14.13
CDI,22/09/2016,14.13
CDI,21/09/2016,14.13
CDI,20/09/2016,14.13
CDI,19/09/2016,14.13
CDI,16/09/2016,14.13
CDI,15/09/2016,14.13
CDI,14/09/2016,14.13
CDI,13/09/2016,14.13
CDI,12/09/2016,14.13
CDI,09/09/2016,14.13
CDI,08/09/2016,14.13
CDI,06/09/2016,14.13
CDI,05/09/2016,14.13
CDI,02/09/2016,14.13
CDI,01/09/2016,14.13
CDI,31/08/2016,14.13
CDI,30/08/2016,14.13
CDI,29/08/2016,14.13
CDI,26/08/2016,14.13
CDI,25/08/2016,14.13
CDI,24/08/2016,14.13
CDI,23/08/2016,14.13
CDI,22/08/2016,14.13
CDI,19/08/2016,14.13
CDI,18/08/2016,14.13
CDI,17/08/2016,14.13
CDI,16/08/2016,14.13
CDI,15/08/2016,14.13
CDI,12/08/2016,14.13
CDI,11/08/2016,14.13
CDI,10/08/2016,14.13
CDI,09/08/2016,14.13
CDI,08/08/2016,14.13
CDI,05/08/2016,14.13
CDI,04/08/2016,14.13
CDI,03/08/2016,14.13
CDI,02/08/2016,14.13
CDI,01/08/2016,14.13
CDI,29/07/2016,14.13
CDI,28/07/2016,14.13
CDI,27/07/2016,14.13
CDI,26/07/2016,14.13
CDI,25/07/2016,14.13
CDI,22/07/2016,14.13
CDI,21/07/2016,14.13
CDI,20/07/2016,14.13
CDI,19/07/2016,14.13
CDI,18/07/2016,14.13
CDI,15/07/2016,14.13
CDI,14/07/2016,14.13
CDI,13/07/2016,14.13
CDI,12/07/2016,14.13
CDI,11/07/2016,14.13
CDI,08/07/2016,14.13
CDI,07/07/2016,14.13
CDI,06/07/2016,14.13
CDI,05/07/2016,14.13
CDI,04/07/2016,14.13
CDI,01/07/2016,14.13
CDI,30/06/2016,14.13
CDI,29/06/2016,14.13
CDI,28/06/2016,14.13
CDI,27/06/2016,14.13
CDI,24/06/2016,14.13
CDI,23/06/2016,14.13
CDI,22/06/2016,14.13
CDI,21/06/2016,14.13
CDI,20/06/2016,14.13
CDI,17/06/2016,14.13
CDI,16/06/2016,14.13
CDI,15/06/2016,14.13
CDI,14/06/2016,14.13
CDI,13/06/2016,14.13
CDI,10/06/2016,14.13
CDI,09/06/2016,14.13
CDI,08/06/2016,14.13
CDI,07/06/2016,14.13
CDI,06/06/2016,14.13
CDI,03/06/2016,14.13
CDI,02/06/2016,14.13
CDI,01/06/2016,14.13
CDI,31/05/2016,14.13
CDI,30/05/2016,14.13
CDI,27/05/2016,14.13
CDI,25/05/2016,14.13
CDI,24/05/2016,14.13
CDI,23/05/2016,14.13
CDI,20/05/2016,14.13
CDI,19/05/2016,14.13
CDI,18/05/2016,14.13
CDI,17/05/2016,14.13
CDI,16/05/2016,14.13
CDI,13/05/2016,14.13
CDI,12/05/2016,14.13
CDI,11/05/2016,14.13
CDI,10/05/2016,14.13
CDI,09/05/2016,14.13
CDI,06/05/2016,14.13
CDI,05/05/2016,14.13
CDI,04/05/2016,14.13
CDI,03/05/2016,14.13
CDI,02/05/2016,14.13
CDI,29/04/2016,14.13
CDI,28/04/2016,14.13
CDI,27/04/2016,14.13
CDI,26/04/2016,14.13
CDI,25/04/2016,14.13
CDI,22/04/2016,14.13
CDI,20/04/2016,14.13
CDI,19/04/2016,14.13
CDI,18/04/2016,14.13
CDI,15/04/2016,14.13
CDI,14/04/2016,14.13
CDI,13/04/2016,14.13
CDI,12/04/2016,14.13
CDI,11/04/2016,14.13
CDI,08/04/2016,14.13
CDI,07/04/2016,14.13
CDI,06/04/2016,14.13
CDI,05/04/2016,14.13
CDI,04/04/2016,14.13
CDI,01/04/2016,14.13
CDI,31/03/2016,14.13
CDI,30/03/2016,14.13
CDI,29/03/2016,14.13
CDI,28/03/2016,14.13
CDI,24/03/2016,14.13
CDI,23/03/2016,14.13
CDI,22/03/2016,14.13
